Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name
ENSG00000259051			HNRNPUP1
ENSG00000231747			AC079922.1
ENSG00000286464			AL583809.1
ENSG00000234338			AC073349.2
ENSG00000229184			ATP5PDP2
ENSG00000182722			SEPHS1P1
ENSG00000099960	ENSMUSG00000022756	Slc7a4	SLC7A4
ENSG00000140740	ENSMUSG00000030884	Uqcrc2	UQCRC2
ENSG00000052723	ENSMUSG00000027854	Sike1	SIKE1
ENSG00000258828			KRT8P2
ENSG00000284791	ENSMUSG00000075408	Smim41	SMIM41
ENSG00000188613	ENSMUSG00000072437	Nanos1	NANOS1
ENSG00000227835			CARM1P1
ENSG00000286240			AL034422.1
ENSG00000123395	ENSMUSG00000037204	Atg101	ATG101
ENSG00000213640			EEF1DP4
ENSG00000287869			AC073349.5
ENSG00000258387			AL358913.1
ENSG00000258894			ARHGAP16P
ENSG00000107581	ENSMUSG00000024991	Eif3a	EIF3A
ENSG00000259137			AL109766.1
ENSG00000258969			LINC02307
ENSG00000204165	ENSMUSG00000090141	Gm614	CXorf65
ENSG00000259019			EIF4BP1
ENSG00000205929	ENSMUSG00000039851	4932438H23Rik	C21orf62
ENSG00000259148			YWHAZP1
ENSG00000158874	ENSMUSG00000005681	Apoa2	APOA2
ENSG00000177409	ENSMUSG00000047735	Samd9l	SAMD9L
ENSG00000163833	ENSMUSG00000047746	Fbxo40	FBXO40
ENSG00000228961			LINC01690
ENSG00000184436	ENSMUSG00000022760	Thap7	THAP7
ENSG00000227757			AP000282.1
ENSG00000184221	ENSMUSG00000046160	Olig1	OLIG1
ENSG00000285171	ENSMUSG00000031304	Il2rg	AL590764.2
ENSG00000285171	ENSMUSG00000092463	Gm20489	AL590764.2
ENSG00000132879			FBXO44
ENSG00000280285			AC108215.1
ENSG00000229827			AC093899.1
ENSG00000273664			AC010776.3
ENSG00000237753			AC079922.2
ENSG00000224161			RPS26P54
ENSG00000137960	ENSMUSG00000039131	Gipc2	GIPC2
ENSG00000267486			GLUD1P4
ENSG00000243503			AC090453.1
ENSG00000217030			AL359643.1
ENSG00000205927	ENSMUSG00000039830	Olig2	OLIG2
ENSG00000090487	ENSMUSG00000032388	Spg21	SPG21
ENSG00000144671	ENSMUSG00000070280	Slc22a14	SLC22A14
ENSG00000148377	ENSMUSG00000021148	Gm9745	IDI2
ENSG00000148377	ENSMUSG00000033520	Idi2	IDI2
ENSG00000221968	ENSMUSG00000024664	Fads3	FADS3
ENSG00000234230			ZFX-AS1
ENSG00000005889			ZFX
ENSG00000232360			AP000281.3
ENSG00000279690			AP000280.1
ENSG00000232539			LINC00945
ENSG00000197037	ENSMUSG00000070420	Zscan25	ZSCAN25
ENSG00000067064	ENSMUSG00000058258	Idi1	IDI1
ENSG00000273076			AL021707.7
ENSG00000273338			AC103591.3
ENSG00000273096			AL021707.8
ENSG00000213561			AC103591.2
ENSG00000272669			AL021707.6
ENSG00000162616	ENSMUSG00000028035	Dnajb4	DNAJB4
ENSG00000287404			AL451080.1
ENSG00000100246	ENSMUSG00000022420	Dnal4	DNAL4
ENSG00000250950			AC093752.2
ENSG00000227089			AL031767.1
ENSG00000159713	ENSMUSG00000014846	Tppp3	TPPP3
ENSG00000286368			AL031767.2
ENSG00000280989			LINC00581
ENSG00000106631	ENSMUSG00000020469	Myl7	MYL7
ENSG00000284130			AC002472.3
ENSG00000169992	ENSMUSG00000051790	Nlgn2	NLGN2
ENSG00000230513			THAP7-AS1
ENSG00000232962			HLA-DOA
ENSG00000010256	ENSMUSG00000025651	Uqcrc1	UQCRC1
ENSG00000285928			AC103591.4
ENSG00000213560			AC103591.1
ENSG00000228988			AL353771.1
ENSG00000162928	ENSMUSG00000020283	Pex13	PEX13
ENSG00000228210			AL121916.1
ENSG00000234565			COX6B1P1
ENSG00000248346			AC092435.1
ENSG00000226948			RPS4XP2
ENSG00000244491			AL021707.5
ENSG00000163016			ALMS1P1
ENSG00000225450			AL021707.1
ENSG00000237702	ENSMUSG00000107486	Trbv4	TRBV3-1
ENSG00000260090			AC092435.3
ENSG00000100226	ENSMUSG00000042535	Gtpbp1	GTPBP1
ENSG00000279376			AC092435.4
ENSG00000211710	ENSMUSG00000076465	Trbv5	TRBV4-1
ENSG00000144035	ENSMUSG00000089694	Nat8f7	NAT8
ENSG00000144035	ENSMUSG00000033634	Nat8f2	NAT8
ENSG00000144035	ENSMUSG00000051262	Nat8f3	NAT8
ENSG00000144035	ENSMUSG00000079495	Nat8f6	NAT8
ENSG00000144035	ENSMUSG00000068299	Nat8f4	NAT8
ENSG00000144035	ENSMUSG00000030004	Nat8	NAT8
ENSG00000144035	ENSMUSG00000057103	Nat8f1	NAT8
ENSG00000144035	ENSMUSG00000079494	Nat8f5	NAT8
ENSG00000286371			AC097450.1
ENSG00000266955			AP001269.1
ENSG00000272087			AC080013.4
ENSG00000141401	ENSMUSG00000024525	Impa2	IMPA2
ENSG00000241281			AC010683.1
ENSG00000230833			RPEP3
ENSG00000211734			TRBV5-1
ENSG00000253665			LINC02866
ENSG00000261434			AC021087.4
ENSG00000176907	ENSMUSG00000056313	Tcim	TCIM
ENSG00000185028	ENSMUSG00000021579	Lrrc14b	LRRC14B
ENSG00000249004			PRMT5P1
ENSG00000251649			LINC02379
ENSG00000211706			TRBV6-1
ENSG00000287052			AC016240.1
ENSG00000275342	ENSMUSG00000050271	Prag1	PRAG1
ENSG00000197362	ENSMUSG00000051499	Zfp786	ZNF786
ENSG00000224448			AC005020.1
ENSG00000254143			AC022733.1
ENSG00000211707			TRBV7-1
ENSG00000287333			AL161447.2
ENSG00000211745	ENSMUSG00000076465	Trbv5	TRBV4-2
ENSG00000233713			AL161447.1
ENSG00000164366	ENSMUSG00000021578	Ccdc127	CCDC127
ENSG00000254852			NPIPA2
ENSG00000251005			H3P15
ENSG00000231754			AL512380.1
ENSG00000283480			AL512380.2
ENSG00000286251			AC097528.1
ENSG00000124766	ENSMUSG00000076431	Sox4	SOX4
ENSG00000223620			RBM48P1
ENSG00000147224	ENSMUSG00000079104	Prps1l3	PRPS1
ENSG00000147224	ENSMUSG00000031432	Prps1	PRPS1
ENSG00000180592	ENSMUSG00000054074	Skida1	SKIDA1
ENSG00000258279			LINC00592
ENSG00000242178			MTND4P17
ENSG00000260774			AC021087.3
ENSG00000162927	ENSMUSG00000020280	Pus10	PUS10
ENSG00000072858	ENSMUSG00000022696	Sidt1	SIDT1
ENSG00000220771			BOLA2P3
ENSG00000257517			AC026765.2
ENSG00000270688			AL137849.1
ENSG00000240084			MTND4LP10
ENSG00000283459			AC009804.2
ENSG00000187753			C9orf153
ENSG00000242111			TOPORSLP
ENSG00000077942	ENSMUSG00000006369	Fbln1	FBLN1
ENSG00000240824			MTND3P7
ENSG00000118976			OTUD4P1
ENSG00000242456			MTCO3P38
ENSG00000111224	ENSMUSG00000037997	Parp11	PARP11
ENSG00000255236			AP002992.1
ENSG00000257137			LINC02874
ENSG00000286881			AL358780.2
ENSG00000204872	ENSMUSG00000089694	Nat8f7	NAT8B
ENSG00000204872	ENSMUSG00000033634	Nat8f2	NAT8B
ENSG00000204872	ENSMUSG00000051262	Nat8f3	NAT8B
ENSG00000204872	ENSMUSG00000079495	Nat8f6	NAT8B
ENSG00000204872	ENSMUSG00000068299	Nat8f4	NAT8B
ENSG00000204872	ENSMUSG00000030004	Nat8	NAT8B
ENSG00000204872	ENSMUSG00000057103	Nat8f1	NAT8B
ENSG00000204872	ENSMUSG00000079494	Nat8f5	NAT8B
ENSG00000223984			HNRNPRP1
ENSG00000203396			AL512646.1
ENSG00000267669			AC098847.1
ENSG00000275456			KIR2DL4
ENSG00000126005	ENSMUSG00000074649	BC029722	MMP24OS
ENSG00000254038			AC092818.1
ENSG00000186881	ENSMUSG00000089717	Olfr275	OR13F1
ENSG00000253650			SMARCE1P4
ENSG00000078403	ENSMUSG00000026743	Mllt10	MLLT10
ENSG00000255627			AC092862.1
ENSG00000253123			AC091182.1
ENSG00000167767	ENSMUSG00000037185	Krt80	KRT80
ENSG00000204947			ZNF425
ENSG00000141682	ENSMUSG00000024521	Pmaip1	PMAIP1
ENSG00000250945			AC096773.1
ENSG00000248491			AC093772.1
ENSG00000287101			AC093772.2
ENSG00000248209			AC097462.1
ENSG00000249795			AC097462.2
ENSG00000204267	ENSMUSG00000024339	Tap2	TAP2
ENSG00000253746			AC091182.2
ENSG00000204246	ENSMUSG00000049648	Olfr273	OR13C3
ENSG00000267066			AC107990.1
ENSG00000161958	ENSMUSG00000042826	Fgf11	FGF11
ENSG00000230123			DLEC1P1
ENSG00000283001			AL450426.1
ENSG00000267497			NFE2L3P1
ENSG00000235354			RPS29P16
ENSG00000241250			RPL17P20
ENSG00000148136			OR13C4
ENSG00000100242	ENSMUSG00000042524	Sun2	SUN2
ENSG00000215529			EFCAB8
ENSG00000253388			AC124067.1
ENSG00000186943	ENSMUSG00000051593	Olfr272	OR13C8
ENSG00000287021			AC097462.3
ENSG00000253161			LINC01605
ENSG00000125966	ENSMUSG00000027612	Mmp24	MMP24
ENSG00000189056	ENSMUSG00000042453	Reln	RELN
ENSG00000237443			OR13D2P
ENSG00000227204			RBMY2JP
ENSG00000286169	ENSMUSG00000021575	Ahrr	AHRR
ENSG00000164066	ENSMUSG00000060798	Intu	INTU
ENSG00000277556	ENSMUSG00000082216	Olfr271-ps1	OR13C5
ENSG00000278078			AC025279.3
ENSG00000276119	ENSMUSG00000082216	Olfr271-ps1	OR13C2
ENSG00000254206			NPIPB11
ENSG00000253414			AC124067.2
ENSG00000233333			RNFT1P2
ENSG00000136839	ENSMUSG00000082216	Olfr271-ps1	OR13C9
ENSG00000227040			AC022483.1
ENSG00000239453			SIDT1-AS1
ENSG00000256704			ENTR1P1
ENSG00000267462			AC090377.1
ENSG00000283063			TRBV6-2
ENSG00000267742			SINHCAFP2
ENSG00000282939			TRBV7-2
ENSG00000179091	ENSMUSG00000022551	Cyc1	CYC1
ENSG00000243889			TRBV8-1
ENSG00000251015			SLC25A30-AS1
ENSG00000242771			TRBV5-2
ENSG00000038210	ENSMUSG00000029186	Pi4k2b	PI4K2B
ENSG00000255532			AC118942.1
ENSG00000170919			TPT1-AS1
ENSG00000211713			TRBV6-4
ENSG00000213755			AC093270.2
ENSG00000152413	ENSMUSG00000007617	Homer1	HOMER1
ENSG00000211714			TRBV7-3
ENSG00000239944			TRBV8-2
ENSG00000102359	ENSMUSG00000031253	Srpx2	SRPX2
ENSG00000254496			CBX3P8
ENSG00000211715			TRBV5-3
ENSG00000213877			CFL1P7
ENSG00000229537			LINC01739
ENSG00000123447			TYRL
ENSG00000211716			TRBV9
ENSG00000226268			AC135977.1
ENSG00000211717	ENSMUSG00000076470	Trbv13-3	TRBV10-1
ENSG00000211717	ENSMUSG00000076467	Trbv13-1	TRBV10-1
ENSG00000211717	ENSMUSG00000076469	Trbv13-2	TRBV10-1
ENSG00000077097	ENSMUSG00000017485	Top2b	TOP2B
ENSG00000261582			AL121753.1
ENSG00000205035			AC136759.1
ENSG00000261635			AC103988.1
ENSG00000279253			AL121753.2
ENSG00000261191			AC013640.1
ENSG00000229230			MT1P3
ENSG00000286455			AL162400.3
ENSG00000223746			ELOCP30
ENSG00000273125			LINC01990
ENSG00000256862			PARP11-AS1
ENSG00000227485			AL162400.1
ENSG00000251254			GTF2F2P1
ENSG00000186073	ENSMUSG00000040282	BC052040	C15orf41
ENSG00000229225			AL162400.2
ENSG00000214076			CPSF1P1
ENSG00000151617	ENSMUSG00000031616	Ednra	EDNRA
ENSG00000236511			LINC01231
ENSG00000242082			SLC5A4-AS1
ENSG00000253505			AC103957.1
ENSG00000243305			AC026347.2
ENSG00000221962			TMEM14EP
ENSG00000278856			KIR3DL1
ENSG00000254487			AC130364.1
ENSG00000254153			AC103957.2
ENSG00000100191	ENSMUSG00000020226	Slc5a4b	SLC5A4
ENSG00000100191	ENSMUSG00000020229	Slc5a4a	SLC5A4
ENSG00000255268			AC130364.2
ENSG00000171560	ENSMUSG00000028001	Fga	FGA
ENSG00000219061			TRIM51FP
ENSG00000253774			AC114550.3
ENSG00000152601	ENSMUSG00000027763	Mbnl1	MBNL1
ENSG00000253130			AC114550.1
ENSG00000171867	ENSMUSG00000079037	Prnp	PRNP
ENSG00000281501			SEPSECS-AS1
ENSG00000223683			RPSAP65
ENSG00000265973			AP006587.5
ENSG00000286007	ENSMUSG00000109737	Gm39566	AC113189.9
ENSG00000118777	ENSMUSG00000029299	Abcg3	ABCG2
ENSG00000224209			LINC00466
ENSG00000263301			AC113189.3
ENSG00000184560	ENSMUSG00000044084	Spem2	SPEM2
ENSG00000271172			AC104662.1
ENSG00000253343			AC114550.2
ENSG00000255190			TRIM51DP
ENSG00000286910			AC087269.3
ENSG00000255550			AP006587.4
ENSG00000254800			AP006587.1
ENSG00000253958	ENSMUSG00000055976	Cldn23	CLDN23
ENSG00000288177			AP006587.6
ENSG00000255214			AP006587.3
ENSG00000229087			AC007738.1
ENSG00000151779	ENSMUSG00000020576	Nbas	NBAS
ENSG00000234973			LINC02658
ENSG00000283439	ENSMUSG00000109737	Gm39566	SPEM3
ENSG00000152223	ENSMUSG00000039840	Epg5	EPG5
ENSG00000272884			AC113189.4
ENSG00000234917			AC098484.2
ENSG00000181284	ENSMUSG00000089876	Tmem102	TMEM102
ENSG00000171960	ENSMUSG00000033036	Gm7879	PPIH
ENSG00000226790			HNRNPA3P1
ENSG00000272004			FO704657.1
ENSG00000135248	ENSMUSG00000039742	Fam71f1	FAM71F1
ENSG00000233395			LINC00841
ENSG00000189339	ENSMUSG00000042202	Slc35e2	SLC35E2B
ENSG00000128590	ENSMUSG00000014905	Dnajb9	DNAJB9
ENSG00000226808			LINC00840
ENSG00000250166			AC053513.1
ENSG00000135070	ENSMUSG00000044792	Isca1	ISCA1
ENSG00000135070	ENSMUSG00000078139	AK157302	ISCA1
ENSG00000170175	ENSMUSG00000041189	Chrnb1	CHRNB1
ENSG00000286001	ENSMUSG00000021577	Sdha	AC021087.5
ENSG00000256371			LRRC34P1
ENSG00000248925			AC021087.1
ENSG00000102362	ENSMUSG00000031255	Sytl4	SYTL4
ENSG00000111726	ENSMUSG00000030282	Cmas	CMAS
ENSG00000243094			AC079203.1
ENSG00000063438	ENSMUSG00000021575	Ahrr	AHRR
ENSG00000134153	ENSMUSG00000055943	Emc7	EMC7
ENSG00000072832	ENSMUSG00000029121	Crmp1	CRMP1
ENSG00000203605			AC096543.1
ENSG00000236769			LINC02659
ENSG00000228734			AC096543.2
ENSG00000135241	ENSMUSG00000036257	Pnpla8	PNPLA8
ENSG00000227029			AL139237.1
ENSG00000273325			AL008723.2
ENSG00000234626			AL021937.3
ENSG00000271771			AC139792.1
ENSG00000274356			AL355987.5
ENSG00000084754	ENSMUSG00000025745	Hadha	HADHA
ENSG00000273423			OR13I1P
ENSG00000235248			OR13C1P
ENSG00000241954			AL021937.4
ENSG00000111728	ENSMUSG00000030283	St8sia1	ST8SIA1
ENSG00000214278			AC010442.2
ENSG00000128276			RFPL3
ENSG00000249915	ENSMUSG00000021576	Pdcd6	PDCD6
ENSG00000122420	ENSMUSG00000028036	Ptgfr	PTGFR
ENSG00000172500	ENSMUSG00000024911	Fibp	FIBP
ENSG00000280219			AC093908.1
ENSG00000130787	ENSMUSG00000000915	Hip1r	HIP1R
ENSG00000211720	ENSMUSG00000076471	Trbv14	TRBV11-1
ENSG00000277491			AC087392.5
ENSG00000244661			TRBV12-1
ENSG00000269737			AL691432.1
ENSG00000229769	ENSMUSG00000076470	Trbv13-3	TRBV10-2
ENSG00000229769	ENSMUSG00000076467	Trbv13-1	TRBV10-2
ENSG00000229769	ENSMUSG00000076469	Trbv13-2	TRBV10-2
ENSG00000171864	ENSMUSG00000027338	Prnd	PRND
ENSG00000171864	ENSMUSG00000098754	Prn	PRND
ENSG00000102554	ENSMUSG00000005148	Klf5	KLF5
ENSG00000176542	ENSMUSG00000068284	Usf3	USF3
ENSG00000134709	ENSMUSG00000028572	Hook1	HOOK1
ENSG00000205853			RFPL3S
ENSG00000231071			IDI1P3
ENSG00000180259			PRNT
ENSG00000237413			AC096531.2
ENSG00000278595			AL133396.1
ENSG00000227556			AC096531.1
ENSG00000267480			AP001542.3
ENSG00000179055	ENSMUSG00000070983	Olfr270	OR13D1
ENSG00000241657			TRBV11-2
ENSG00000250264	ENSMUSG00000024339	Tap2	AL669918.1
ENSG00000163040	ENSMUSG00000041617	Ccdc74a	CCDC74A
ENSG00000211739			TRBV12-2
ENSG00000266995			AP001542.1
ENSG00000211721			TRBV6-5
ENSG00000251285			AC097484.2
ENSG00000197024	ENSMUSG00000062519	Zfp398	ZNF398
ENSG00000241853			AC097484.1
ENSG00000241106	ENSMUSG00000041538	H2-Ob	HLA-DOB
ENSG00000233871			DLG5-AS1
ENSG00000118454	ENSMUSG00000039988	Ankrd13c	ANKRD13C
ENSG00000234612			H2AZP5
ENSG00000243519			IGLVIVOR22-2
ENSG00000257023			AC087241.2
ENSG00000230736			AL021937.1
ENSG00000271093			IGLCOR22-2
ENSG00000275094			AC079395.3
ENSG00000237590			AL137026.2
ENSG00000133895	ENSMUSG00000024947	Men1	MEN1
ENSG00000187686			KRT18P59
ENSG00000273634			AC079395.2
ENSG00000111731	ENSMUSG00000030279	C2cd5	C2CD5
ENSG00000248134			AC079395.1
ENSG00000255475			AP001007.2
ENSG00000236972			FABP5P1
ENSG00000162723	ENSMUSG00000026548	Slamf9	SLAMF9
ENSG00000229116			AL137026.1
ENSG00000285728			AC098484.4
ENSG00000254880			PKNOX2-AS1
ENSG00000144188			TRIM43CP
ENSG00000182405			PGBD4
ENSG00000277288			LINC02881
ENSG00000148606	ENSMUSG00000025280	Polr3a	POLR3A
ENSG00000279754			AL162376.1
ENSG00000254632			AP003119.1
ENSG00000287901			AL137026.3
ENSG00000130589	ENSMUSG00000027580	Helz2	HELZ2
ENSG00000138398	ENSMUSG00000042133	Ppig	PPIG
ENSG00000230343			AC018892.1
ENSG00000253409			TRBV7-4
ENSG00000224103			HLA-DPA1
ENSG00000230099			TRBV5-4
ENSG00000211724			TRBV6-6
ENSG00000059804			SLC2A3
ENSG00000173237	ENSMUSG00000042041	2010003K11Rik	C11orf86
ENSG00000146938			NLGN4X
ENSG00000227550			TRBV7-5
ENSG00000251688			LINC02507
ENSG00000181323	ENSMUSG00000041165	Spem1	SPEM1
ENSG00000211725			TRBV5-5
ENSG00000253188			TRBV6-7
ENSG00000180353	ENSMUSG00000022831	Hcls1	HCLS1
ENSG00000270137			AF230666.2
ENSG00000251298			AC093835.1
ENSG00000262880			AC113189.2
ENSG00000228579			RPL32P1
ENSG00000230708			HLA-DPB1
ENSG00000129292	ENSMUSG00000072501	Phf20l1	PHF20L1
ENSG00000226088			HHLA3-AS1
ENSG00000262624			AC113189.1
ENSG00000197568			HHLA3
ENSG00000275225			GU182354.1
ENSG00000275245			GU182354.2
ENSG00000242326			MCUR1P2
ENSG00000234530			NFKBIL1
ENSG00000276154			KIR2DS4
ENSG00000244429			AC104629.1
ENSG00000233818			AP000695.2
ENSG00000244321			LINC01326
ENSG00000151465	ENSMUSG00000039128	Cdc123	CDC123
ENSG00000274149			AC072046.2
ENSG00000159261	ENSMUSG00000047109	Cldn14	CLDN14
ENSG00000278248			KIR2DL1
ENSG00000224962			PSAT1P4
ENSG00000240458			AC072046.1
ENSG00000211727			TRBV7-6
ENSG00000250786			SNHG18
ENSG00000211728			TRBV5-6
ENSG00000253534			TRBV6-8
ENSG00000231516			CBX1P5
ENSG00000240033			AC069439.2
ENSG00000065883	ENSMUSG00000041297	Cdk13	CDK13
ENSG00000239227			AC069439.1
ENSG00000181085	ENSMUSG00000063704	Mapk15	MAPK15
ENSG00000170615	ENSMUSG00000029015	Slc26a5	SLC26A5
ENSG00000248525			AC026787.1
ENSG00000169777	ENSMUSG00000045267	Tas2r119	TAS2R1
ENSG00000223518			CSNK1A1P1
ENSG00000250814			LINC02221
ENSG00000261315			LARP4P
ENSG00000260582			TPST2P1
ENSG00000286517			AP000696.2
ENSG00000286556			AC091838.1
ENSG00000230479			AP000695.1
ENSG00000249781			LINC02112
ENSG00000223741			PSMD4P1
ENSG00000279756			AC012317.2
ENSG00000279365			AP000695.3
ENSG00000226522			HDAC9-AS1
ENSG00000250848			AC021087.2
ENSG00000166869	ENSMUSG00000030865	Chp2	CHP2
ENSG00000214455			RCN1P2
ENSG00000225000			AC010082.1
ENSG00000073578	ENSMUSG00000021577	Sdha	SDHA
ENSG00000232492			NPM1P13
ENSG00000174032	ENSMUSG00000022003	Slc25a30	SLC25A30
ENSG00000225931			AL139246.2
ENSG00000228037			AL139246.3
ENSG00000253620			AC144568.1
ENSG00000253896			AC144568.2
ENSG00000220343			PPIAP74
ENSG00000254193			AC131281.2
ENSG00000253612			WBP1LP3
ENSG00000176269	ENSMUSG00000093804	Olfr1303	OR4F21
ENSG00000185880	ENSMUSG00000033368	Trim69	TRIM69
ENSG00000255464			SEPTIN14P8
ENSG00000253166			AC131281.1
ENSG00000106258	ENSMUSG00000029727	Cyp3a13	CYP3A5
ENSG00000278326			PPP4R4
ENSG00000249607			AC108103.1
ENSG00000278742			LRRC37A
ENSG00000065325	ENSMUSG00000049928	Glp2r	GLP2R
ENSG00000234865			ADH5P5
ENSG00000226432			AC010342.1
ENSG00000248874			C5orf17
ENSG00000286134			AC114930.1
ENSG00000273402			AC004908.3
ENSG00000254104			AC136777.2
ENSG00000223508			RPL23AP53
ENSG00000167716	ENSMUSG00000045374	Wdr81	WDR81
ENSG00000107562	ENSMUSG00000061353	Cxcl12	CXCL12
ENSG00000139718	ENSMUSG00000038384	Setd1b	SETD1B
ENSG00000172748			ZNF596
ENSG00000254548			AC105219.1
ENSG00000253291			TRBV7-7
ENSG00000211731			TRBV5-7
ENSG00000278030			TRBV7-9
ENSG00000104321	ENSMUSG00000032769	Trpa1	TRPA1
ENSG00000276405	ENSMUSG00000094525	Trbv12-2	TRBV13
ENSG00000276405	ENSMUSG00000095574	Trbv12-1	TRBV13
ENSG00000165794	ENSMUSG00000072572	Slc39a2	SLC39A2
ENSG00000236847			AC018892.2
ENSG00000072840	ENSMUSG00000029122	Evc	EVC
ENSG00000231006			RPL7P32
ENSG00000177683			THAP5
ENSG00000229708			MARK2P12
ENSG00000286770			AC100825.1
ENSG00000164168	ENSMUSG00000031617	Tmem184c	TMEM184C
ENSG00000270748			IGKV2OR2-1
ENSG00000271402			IGKV2OR2-2
ENSG00000126215	ENSMUSG00000021287	Xrcc3	XRCC3
ENSG00000159714	ENSMUSG00000039199	Zdhhc1	ZDHHC1
ENSG00000172543	ENSMUSG00000024910	Ctsw	CTSW
ENSG00000255100			AP003119.2
ENSG00000182704	ENSMUSG00000049580	Tsku	TSKU
ENSG00000258471			AL161668.3
ENSG00000275748			ARL17B
ENSG00000276649			AL117335.1
ENSG00000255111			AP006587.2
ENSG00000254408			OR4A1P
ENSG00000198053	ENSMUSG00000037902	Sirpa	SIRPA
ENSG00000198053	ENSMUSG00000078783	Gm9733	SIRPA
ENSG00000198053	ENSMUSG00000095788	Sirpb1a	SIRPA
ENSG00000198053	ENSMUSG00000078780	Gm5150	SIRPA
ENSG00000198053	ENSMUSG00000095028	Sirpb1b	SIRPA
ENSG00000198053	ENSMUSG00000074677	Sirpb1c	SIRPA
ENSG00000077092	ENSMUSG00000017491	Rarb	RARB
ENSG00000178691	ENSMUSG00000017548	Suz12	SUZ12
ENSG00000228295			LINC00392
ENSG00000232218			AL021937.2
ENSG00000149292	ENSMUSG00000040219	Ttc12	TTC12
ENSG00000224853			LINC00393
ENSG00000164169	ENSMUSG00000037134	Prmt9	PRMT9
ENSG00000197587	ENSMUSG00000028707	Dmbx1	DMBX1
ENSG00000204670			IGKV1OR2-3
ENSG00000228886			AL138963.1
ENSG00000188383			GPAT2P2
ENSG00000133112	ENSMUSG00000060126	Tpt1	TPT1
ENSG00000163795	ENSMUSG00000043059	Zfp513	ZNF513
ENSG00000233672			RNASEH2B-AS1
ENSG00000121897	ENSMUSG00000029199	Lias	LIAS
ENSG00000265593			NPM1P45
ENSG00000229598			PRDX3P1
ENSG00000230149			AL021707.3
ENSG00000167693	ENSMUSG00000020844	Nxn	NXN
ENSG00000259126			AL161752.1
ENSG00000188712			OR13D3P
ENSG00000176124			DLEU1
ENSG00000203942	ENSMUSG00000090369	4933411K16Rik	C10orf62
ENSG00000165609	ENSMUSG00000025817	Nudt5	NUDT5
ENSG00000198039			ZNF273
ENSG00000115234	ENSMUSG00000029146	Snx17	SNX17
ENSG00000171160	ENSMUSG00000049670	Morn4	MORN4
ENSG00000103647	ENSMUSG00000041729	Coro2b	CORO2B
ENSG00000267206	ENSMUSG00000045684	Lcn6	LCN6
ENSG00000121579	ENSMUSG00000022698	Naa50	NAA50
ENSG00000120694	ENSMUSG00000029657	Hsph1	HSPH1
ENSG00000281401			Z82185.2
ENSG00000274665			PVALB
ENSG00000241942			RPS20P20
ENSG00000235531			MSC-AS1
ENSG00000273933			AL513485.1
ENSG00000224259			LINC01133
ENSG00000223697			AF230666.1
ENSG00000240827			AC021660.1
ENSG00000265545			AP005403.1
ENSG00000244153			WWP1P1
ENSG00000266268			AP005203.1
ENSG00000189316			AC073349.1
ENSG00000284717			AC087269.2
ENSG00000256969			AC084375.1
ENSG00000264775			PPIAP14
ENSG00000155252	ENSMUSG00000025178	Pi4k2a	PI4K2A
ENSG00000258487			LINC02277
ENSG00000254367			AC087269.1
ENSG00000189139	ENSMUSG00000043060	Fscb	FSCB
ENSG00000233431			LINC02596
ENSG00000282799			KANSL1-AS1
ENSG00000258747			AL356022.1
ENSG00000125868	ENSMUSG00000015932	Dstn	DSTN
ENSG00000282279			AC243658.1
ENSG00000278458			KANSL1
ENSG00000258998			LINC02302
ENSG00000259000			DOCK11P1
ENSG00000223476			VN1R42P
ENSG00000186594			MIR22HG
ENSG00000250645			AC010442.3
ENSG00000177807	ENSMUSG00000044708	Kcnj10	KCNJ10
ENSG00000274879			AC009804.1
ENSG00000258633			AL049870.2
ENSG00000259046			AL049870.4
ENSG00000258509			AL049870.1
ENSG00000270948			MTDHP1
ENSG00000286342			AC073210.3
ENSG00000255482			AP001830.2
ENSG00000178860	ENSMUSG00000025930	Msc	MSC
ENSG00000255337			AP001830.1
ENSG00000204003	ENSMUSG00000045684	Lcn6	AL355987.1
ENSG00000152558	ENSMUSG00000050912	Tmem123	TMEM123
ENSG00000182158	ENSMUSG00000038648	Creb3l2	CREB3L2
ENSG00000197122	ENSMUSG00000027646	Src	SRC
ENSG00000227284			MARK2P10
ENSG00000237409			AL513302.1
ENSG00000239280			AC108693.1
ENSG00000225279			AL121987.1
ENSG00000275791	ENSMUSG00000076470	Trbv13-3	TRBV10-3
ENSG00000275791	ENSMUSG00000076467	Trbv13-1	TRBV10-3
ENSG00000275791	ENSMUSG00000076469	Trbv13-2	TRBV10-3
ENSG00000141380	ENSMUSG00000037013	Ss18	SS18
ENSG00000143315	ENSMUSG00000050229	Pigm	PIGM
ENSG00000239445			ST3GAL6-AS1
ENSG00000187922	ENSMUSG00000047356	Lcn10	LCN10
ENSG00000241935	ENSMUSG00000025176	Hoga1	HOGA1
ENSG00000101182	ENSMUSG00000027566	Psma7	PSMA7
ENSG00000173227	ENSMUSG00000049303	Syt12	SYT12
ENSG00000286852			AP000696.3
ENSG00000278767			SERPINA10
ENSG00000227139			AC241644.1
ENSG00000229619			MBNL1-AS1
ENSG00000230495			AL132765.1
ENSG00000103510	ENSMUSG00000030801	Kat8	KAT8
ENSG00000227970			NR1H5P
ENSG00000256356			HSPA8P5
ENSG00000147324	ENSMUSG00000070056	Mfhas1	MFHAS1
ENSG00000138085	ENSMUSG00000013622	Atraid	ATRAID
ENSG00000226527			AP000289.1
