AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
SHOC2	202777_at	7.69	8.78	1.09	0.32	4.74	9.94	0.72	14	203	12	13
PTPRH	208300_at	7.55	7.65	0.10	0.08	5.67	9.85	0.89	98	75	91	62
CACNA1C	238636_at	5.38	4.87	-0.51	-0.28	4.14	7.05	0.52	201	17	65	146
UBE2F	225783_at	7.70	8.45	0.75	0.42	5.11	9.86	0.68	19	173	46	9
CD48	204118_at	8.22	8.17	-0.05	-0.02	5.39	11.16	1.13	120	69	84	75
HIPK2	225368_at	7.37	9.07	1.70	0.31	4.41	10.41	0.92	10	214	4	10
CCDC100	226449_at	7.35	7.34	-0.01	-0.01	5.15	9.68	0.72	116	34	151	43
CTAGE5	204055_s_at	4.52	4.29	-0.23	-0.13	3.33	6.30	0.59	164	25	116	87
FRYL	212546_s_at	8.50	9.06	0.56	0.30	4.28	10.93	0.98	43	135	71	22
STON1	213413_at	5.62	5.11	-0.51	-0.20	3.65	9.12	0.92	179	28	56	144
HCG2P7	216229_x_at	6.82	6.42	-0.40	-0.27	5.37	9.30	0.61	189	16	94	118
SNRPD3	202567_at	9.24	10.17	0.94	0.38	7.35	11.39	0.64	13	195	22	11
BVES	228783_at	6.05	5.68	-0.36	-0.26	4.91	8.60	0.56	187	17	97	114
ZYG11B	225338_at	7.77	8.26	0.49	0.29	4.24	10.01	0.82	43	132	74	22
CDK6	224851_at	7.60	8.24	0.64	0.26	4.47	10.29	1.12	48	149	47	32
COL4A1	211980_at	8.32	8.68	0.36	0.27	5.22	11.28	1.03	64	93	107	28
CETN2	209194_at	8.73	8.87	0.14	0.11	5.41	10.21	0.81	88	77	121	30
FLJ14186	231821_x_at	5.53	5.40	-0.13	-0.12	3.88	7.95	0.74	139	38	115	75
ELA3A	211738_x_at	5.86	5.27	-0.58	-0.32	4.35	7.61	0.51	208	11	58	159
C14orf104	219166_at	6.56	6.82	0.27	0.15	4.23	8.61	0.87	74	109	77	42
FGFR1	215404_x_at	7.12	6.74	-0.37	-0.26	5.37	9.60	0.73	176	25	87	116
PTGIS	208131_s_at	6.69	6.32	-0.37	-0.22	4.84	10.59	0.92	166	30	81	117
BMP2K	226853_at	6.88	7.50	0.61	0.30	3.94	8.51	0.72	30	161	55	12
CIDEC	219398_at	7.11	6.96	-0.15	-0.10	5.52	10.18	0.78	141	46	99	83
NDRG1	200632_s_at	10.87	10.76	-0.11	-0.11	8.97	12.73	0.76	134	51	106	71
TRGC2	215806_x_at	6.15	6.09	-0.07	-0.01	4.18	8.21	0.97	123	71	79	78
AKR1CL2	1559982_s_at	5.53	4.98	-0.55	-0.28	3.81	7.58	0.60	200	16	61	151
FASTKD2	216996_s_at	6.60	7.53	0.93	0.32	4.00	8.82	0.85	22	184	27	17
LOC729222	214375_at	5.45	5.14	-0.30	-0.18	3.88	8.79	0.82	161	41	76	111
UBE2V2	209096_at	7.33	8.24	0.90	0.34	4.65	9.67	0.84	22	185	28	15
CUGBP2	202157_s_at	9.02	9.43	0.42	0.30	6.27	10.82	0.73	46	119	89	20
COX5A	203663_s_at	11.57	12.07	0.51	0.33	10.08	12.76	0.40	17	143	77	8
MOCS2	218212_s_at	6.81	7.18	0.37	0.16	4.22	8.69	0.89	62	125	66	37
HIAT1	225222_at	7.56	8.55	0.99	0.29	4.16	9.91	0.89	21	191	24	13
TNNI2	206393_at	5.98	5.52	-0.46	-0.30	4.82	8.11	0.47	204	9	91	128
LOC442240	217185_s_at	6.56	6.75	0.19	0.12	4.58	8.47	0.76	81	82	102	44
S1PR3	228176_at	5.80	5.72	-0.08	-0.08	4.18	8.67	0.70	130	39	131	58
BHLHB3	221530_s_at	7.67	7.81	0.14	0.06	4.66	9.88	1.16	98	96	66	66
LOC654433	227474_at	6.88	7.03	0.15	0.02	4.52	10.39	1.40	100	109	40	79
stromal cell derived factor 4	221972_s_at	6.57	7.95	1.38	0.30	3.96	9.05	0.92	15	206	8	14
ATHL1	219359_at	6.83	6.59	-0.24	-0.15	5.50	9.43	0.70	159	31	104	93
JMJD2C	1556493_a_at	5.28	5.23	-0.05	-0.06	3.86	7.34	0.69	125	43	122	63
REEP1	204364_s_at	6.22	5.99	-0.23	-0.08	3.87	10.08	1.21	140	56	56	116
PQBP1	214527_s_at	7.55	7.92	0.37	0.16	5.43	9.78	0.95	67	123	57	48
SLC26A1	220733_at	5.75	5.12	-0.63	-0.34	3.79	7.60	0.52	210	11	52	165
NCOA3	207700_s_at	6.76	7.71	0.95	0.38	4.57	9.31	0.78	18	192	23	13
LOC644844	230485_at	6.80	6.65	-0.15	-0.12	5.10	9.10	0.86	138	52	95	81
USP36	227093_at	6.81	6.94	0.13	0.12	4.66	8.66	0.64	84	61	139	28
ATP7B	204624_at	6.77	6.60	-0.17	-0.17	4.31	8.97	0.73	147	34	129	65
CNR1	213436_at	4.26	3.82	-0.44	-0.26	2.89	7.38	0.69	185	23	71	134
DDX50	221699_s_at	7.67	8.61	0.94	0.45	5.20	10.23	0.71	14	196	20	12
PLXNC1	213241_at	6.38	6.62	0.24	0.16	3.87	9.22	1.03	82	96	82	50
NXN	219489_s_at	7.47	7.24	-0.22	-0.17	5.50	10.84	0.81	154	29	114	85
LCORL	240592_at	7.39	7.82	0.42	0.27	3.25	10.46	1.05	58	108	91	29
TPPP3	218876_at	6.55	6.17	-0.38	-0.21	4.93	9.09	0.74	175	26	75	127
LYCAT	226996_at	7.81	8.80	0.99	0.44	5.67	10.60	0.77	14	192	26	10
TMEM135	222209_s_at	7.49	8.23	0.75	0.25	4.47	9.55	0.99	36	165	41	22
BAT2D1	230618_s_at	7.74	7.49	-0.24	-0.16	4.95	10.32	1.05	146	50	82	96
KIAA0776	212633_at	6.26	8.20	1.95	0.35	3.18	9.99	1.06	10	216	2	10
CUEDC1	1555786_s_at	8.99	8.59	-0.40	-0.18	7.33	11.65	0.83	172	33	62	133
LOC100134475	242214_at	6.51	6.96	0.45	0.20	4.05	8.54	0.82	50	137	64	27
NMNAT1	223692_at	6.25	5.93	-0.32	-0.25	4.21	8.56	0.88	162	41	84	103
GCNT1	239761_at	7.12	7.54	0.41	0.26	4.49	9.22	0.90	56	117	81	30
ASPH	210896_s_at	8.26	8.80	0.54	0.23	5.42	11.16	0.96	48	143	64	21
MAP2K2	213490_s_at	6.35	6.78	0.43	0.17	4.19	8.44	0.82	54	132	59	37
ACTR10	222230_s_at	8.31	9.84	1.53	0.27	5.31	10.61	0.71	8	218	3	7
VDR	204255_s_at	7.52	7.66	0.13	0.11	4.69	9.72	1.01	96	89	74	65
CCNL2	221427_s_at	7.28	7.36	0.08	0.11	5.37	8.91	0.68	98	68	125	35
KRIT1	34031_i_at	6.43	7.06	0.62	0.06	3.14	9.42	1.53	67	154	16	58
EGFL6	219454_at	5.16	4.25	-0.91	-0.30	3.42	8.97	0.63	214	10	21	197
STRBP	223245_at	7.85	8.64	0.80	0.40	4.76	10.29	0.67	16	182	38	8
CCRL1	220351_at	4.60	4.19	-0.41	-0.20	3.36	7.30	0.64	183	24	68	136
RPA1	201528_at	8.08	9.17	1.09	0.43	5.14	11.03	0.88	16	203	13	12
ZNF507	226327_at	7.34	7.61	0.27	0.25	5.57	9.17	0.61	55	73	134	21
GNG10	201921_at	8.78	10.00	1.22	0.45	5.74	11.64	0.79	10	206	14	8
ING5	241447_at	6.53	6.00	-0.53	-0.31	5.28	7.92	0.44	209	10	68	150
PXDN	212013_at	6.47	6.35	-0.11	-0.09	4.73	8.21	0.67	137	45	113	70
BTG1	200920_s_at	9.83	10.32	0.49	0.16	6.80	12.02	1.00	57	143	43	42
PAIP1	208051_s_at	7.48	8.71	1.22	0.35	3.96	10.43	0.99	18	205	10	13
C14orf28	238647_at	5.36	5.26	-0.10	-0.07	3.61	7.50	0.75	134	35	129	64
LMBRD1	218191_s_at	9.64	10.26	0.62	0.26	6.73	11.37	0.79	34	158	50	20
TFF1	205009_at	9.84	10.14	0.30	0.12	6.17	13.52	1.43	85	117	51	60
UBE2D2	201343_at	7.80	9.26	1.47	0.32	4.34	9.95	0.69	8	216	4	8
CEP170	207719_x_at	6.34	6.67	0.33	0.18	3.72	8.92	0.86	64	108	84	36
GCG	206422_at	7.16	7.66	0.51	0.07	3.31	12.01	2.87	92	126	16	86
TEAD4	41037_at	5.68	5.40	-0.28	-0.07	3.78	7.28	0.87	153	52	52	124
FAM36A	224820_at	7.95	9.01	1.06	0.35	4.44	10.29	0.75	14	201	16	11
MAP1LC3B	208786_s_at	8.68	9.44	0.76	0.32	6.21	10.59	0.73	24	177	34	17
KIAA1245	230712_at	7.52	7.54	0.01	0.00	5.61	9.71	0.92	112	73	83	72
LOC100133896	203483_at	6.56	5.87	-0.69	-0.29	4.67	8.63	0.56	209	12	31	185
TIAL1	202405_at	6.22	6.58	0.36	0.22	4.21	8.24	0.68	51	98	100	30
C1orf218	219696_at	8.34	8.58	0.24	0.14	5.64	10.16	0.89	77	98	93	37
EIF3M	202232_s_at	7.80	9.57	1.77	0.27	3.74	10.98	1.20	14	205	12	11
YWHAG	222985_at	9.56	10.91	1.35	0.26	6.53	11.74	0.68	9	213	7	8
GALNT3	203397_s_at	8.17	10.21	2.04	0.30	4.81	11.68	1.09	10	214	4	10
EED	209572_s_at	7.89	8.32	0.43	0.25	5.81	9.82	0.66	41	124	84	20
ADAMTSL3	213974_at	5.20	4.46	-0.73	-0.32	3.59	7.42	0.62	209	11	43	174
LPP	243874_at	5.54	5.00	-0.54	-0.14	3.65	8.37	0.96	177	31	41	156
GEMIN8	230758_at	6.10	5.82	-0.28	-0.28	4.57	7.69	0.59	173	24	117	87
ATF2	212984_at	7.08	8.05	0.97	0.36	3.61	9.84	0.82	17	189	28	11
OSBPL11	218304_s_at	7.12	7.62	0.51	0.24	3.90	9.38	0.92	47	138	67	23
DYNC1I2	211684_s_at	9.34	10.35	1.01	0.29	6.63	11.11	0.64	13	204	15	9
SSBP2	203787_at	6.52	6.76	0.24	0.17	4.41	8.78	0.91	79	100	77	51
KIAA1841	243539_at	7.10	6.95	-0.15	-0.19	5.35	8.41	0.60	148	29	135	64
ZNHIT3	212544_at	7.96	8.26	0.29	0.21	5.49	9.73	0.77	63	97	107	24
GZMB	210164_at	5.44	4.90	-0.54	-0.29	3.67	8.33	0.82	187	24	67	137
SRFBP1	241734_at	5.94	6.18	0.23	0.11	3.48	7.92	0.93	81	100	84	44
DOCK11	226875_at	6.78	6.90	0.12	0.08	4.69	9.11	0.91	96	80	93	55
DKFZp761P0212	234846_at	7.06	6.39	-0.67	-0.34	5.29	8.64	0.53	211	11	40	177
C4orf16	219023_at	6.06	6.87	0.80	0.27	3.59	8.11	0.84	28	179	29	20
SMC3	209259_s_at	7.00	8.16	1.17	0.33	3.88	10.12	0.90	16	200	18	10
C4BPB	208209_s_at	6.20	5.89	-0.31	-0.20	4.63	8.70	0.78	164	38	80	110
KIAA1715	225718_at	7.50	8.28	0.79	0.34	4.31	9.98	0.76	22	172	44	12
CALB1	205625_s_at	5.20	3.50	-1.70	-0.17	2.89	11.05	0.88	218	9	2	217
SLC1A1	213664_at	8.63	8.86	0.23	0.10	4.53	11.06	1.35	91	109	52	67
ORC2L	204853_at	6.20	6.86	0.67	0.36	4.45	8.14	0.68	25	160	52	16
LCOR	228454_at	8.76	8.78	0.02	0.02	4.90	10.52	0.95	111	73	92	63
MLSTD1	239108_at	7.09	8.76	1.67	0.37	4.03	10.41	1.05	12	208	9	11
ARL6IP1	211935_at	9.43	10.85	1.42	0.35	6.44	12.20	0.78	9	212	8	8
GLS	221510_s_at	7.79	7.94	0.15	0.15	4.47	10.10	0.81	86	77	114	37
NINJ2	219594_at	6.53	6.37	-0.16	-0.10	4.96	8.15	0.69	144	43	98	87
DUSP4	204014_at	5.22	4.70	-0.53	-0.20	3.26	9.18	1.05	174	30	58	140
MARS2	243529_at	6.25	6.16	-0.09	-0.08	4.48	7.76	0.68	132	52	114	62
TRIM52	1568594_s_at	5.61	5.62	0.01	0.00	3.93	7.18	0.68	113	60	104	64
KCTD9	218823_s_at	7.42	8.03	0.61	0.28	4.14	9.73	0.96	41	149	59	20
ZNF313	211678_s_at	7.90	9.53	1.63	0.44	5.26	11.45	0.82	7	218	3	7
MALL	209373_at	9.99	10.53	0.54	0.12	6.31	12.47	1.43	68	140	38	50
RPLP1	244191_at	6.11	5.62	-0.49	-0.26	4.63	7.87	0.53	199	15	66	147
TXNDC13	201581_at	7.87	7.82	-0.05	-0.03	4.34	9.73	0.87	122	49	118	61
CD99	201028_s_at	8.50	9.05	0.55	0.10	5.23	10.75	1.16	60	153	28	47
PHACTR4	226823_at	8.23	8.79	0.56	0.18	5.21	9.67	0.73	36	170	42	16
CDC42EP1	204693_at	6.85	6.85	0.00	0.00	5.39	9.75	0.83	114	56	101	71
MXI1	202364_at	10.44	10.74	0.30	0.14	6.28	12.59	1.15	79	117	65	46
SLAIN1	225619_at	4.30	3.85	-0.44	-0.26	2.83	7.01	0.65	188	21	79	128
REG4	1554436_a_at	8.56	8.32	-0.23	-0.08	3.88	14.05	2.85	125	91	27	110
PRR14	1559397_s_at	5.58	6.04	0.46	0.15	3.70	9.37	0.98	59	140	42	46
UBTF	239920_at	7.11	6.55	-0.56	-0.27	5.50	9.01	0.59	200	14	57	157
C20orf19	228291_s_at	7.57	7.32	-0.24	-0.16	4.66	10.22	0.89	152	45	92	91
C1orf25	220992_s_at	6.48	6.73	0.25	0.19	4.02	8.49	0.71	66	93	105	30
MTHFD2L	238762_at	6.68	7.00	0.32	0.22	4.07	8.96	0.96	69	101	88	39
RAB9A	221808_at	8.40	9.13	0.73	0.33	6.19	10.24	0.75	26	164	46	18
C14orf167	227446_s_at	7.21	7.67	0.45	0.27	4.34	9.36	0.85	48	126	77	25
LUC7L2	220099_s_at	7.15	8.41	1.26	0.25	3.82	10.01	0.88	15	204	12	12
XPOT	212160_at	6.61	8.07	1.47	0.36	3.94	9.75	1.00	14	208	8	12
ANKRD24	233895_at	6.16	5.57	-0.59	-0.28	4.75	8.13	0.52	207	11	48	169
OLFML3	218162_at	6.99	7.02	0.03	0.01	4.01	10.30	0.98	109	81	82	65
PSMA2	201317_s_at	8.76	10.42	1.67	0.33	5.30	11.53	0.87	9	216	5	7
GPC1	202755_s_at	5.93	5.37	-0.56	-0.36	4.26	9.07	0.51	208	10	72	146
TMEM140	218999_at	7.01	7.08	0.08	0.02	5.23	9.13	0.90	103	88	66	74
LOC415056	237604_at	5.69	5.06	-0.63	-0.35	3.75	8.88	0.55	209	13	45	170
PLXNA1	1558140_at	5.54	5.01	-0.53	-0.32	4.44	7.48	0.41	213	6	73	149
WWOX	219077_s_at	6.45	6.58	0.13	0.11	4.04	8.19	0.70	88	73	120	35
GRN	216041_x_at	9.65	10.03	0.39	0.28	7.70	11.80	0.59	40	113	97	18
PRKD1	205880_at	5.03	4.60	-0.43	-0.24	3.71	6.94	0.59	191	17	82	129
VPS25	224608_s_at	8.86	9.17	0.31	0.24	7.00	10.24	0.57	48	92	118	18
MTR	203774_at	6.46	7.04	0.58	0.30	3.96	8.66	0.78	35	148	63	17
MAGEA2	214603_at	6.58	3.55	-3.03	-0.36	2.91	9.63	0.51	227	1	0	227
KIAA1012	207305_s_at	7.99	9.55	1.56	0.31	4.02	10.52	0.80	9	217	3	8
PRCP	201494_at	8.38	8.85	0.48	0.28	6.54	10.19	0.61	34	133	81	14
C18orf32	224957_at	7.37	8.98	1.61	0.32	4.39	10.18	0.87	10	217	2	9
SPAG4	219888_at	6.13	6.04	-0.09	-0.06	4.29	8.52	0.71	132	46	115	67
EMG1	209233_at	8.35	8.82	0.47	0.36	5.91	10.14	0.67	36	117	95	16
FAF1	224217_s_at	7.41	8.24	0.83	0.31	5.42	9.48	0.69	19	186	29	13
OTUB2	219369_s_at	5.65	5.38	-0.27	-0.19	4.26	7.56	0.61	170	23	114	91
LOC284801	225762_x_at	7.14	6.86	-0.28	-0.12	5.65	9.65	0.71	162	34	78	116
PRPS1	208447_s_at	5.64	5.66	0.02	0.01	4.08	7.72	0.79	111	65	93	70
VIPR1	205019_s_at	8.69	8.81	0.12	0.04	6.63	10.98	0.87	96	93	78	57
ATG4A	213115_at	7.70	7.86	0.16	0.10	5.25	9.01	0.65	80	78	120	30
HDGFRP3	209524_at	5.99	6.08	0.09	0.04	3.07	8.33	1.06	102	89	70	69
SNX4	212652_s_at	7.54	9.09	1.55	0.32	4.48	11.15	0.98	12	213	5	10
DUSP11	202703_at	7.14	8.12	0.99	0.33	4.52	9.17	0.68	13	196	23	9
ALG14	1553954_at	7.31	8.10	0.78	0.27	4.41	9.33	0.76	23	179	38	11
EIF1AD	239377_at	8.06	7.68	-0.38	-0.30	5.73	9.73	0.61	185	24	98	106
MDN1	212693_at	7.00	7.14	0.14	0.21	5.12	9.10	0.68	83	64	133	31
KCNJ4	211451_s_at	5.47	4.97	-0.50	-0.36	4.29	8.06	0.46	208	7	88	133
TRAM1	201399_s_at	8.49	9.09	0.60	0.18	4.46	11.03	1.36	60	143	44	41
C11orf73	219979_s_at	5.66	5.82	0.16	0.17	3.27	7.48	0.86	88	82	99	47
ATP1B1	201242_s_at	11.56	12.09	0.53	0.18	8.92	13.19	0.76	41	160	45	23
ZNF44	215359_x_at	7.18	7.61	0.42	0.23	5.10	8.96	0.76	49	130	72	26
ACOT1	202982_s_at	7.41	7.69	0.28	0.23	4.89	9.03	0.61	58	95	107	26
RXRB	215099_s_at	5.45	5.76	0.31	0.13	3.91	7.10	0.76	66	118	62	48
LDLRAP1	57082_at	7.94	7.66	-0.28	-0.15	6.18	9.59	0.69	163	39	80	109
ALDOB	217238_s_at	5.88	5.15	-0.73	-0.16	3.29	12.08	1.60	168	44	31	153
CASZ1	243386_at	6.11	6.35	0.24	0.13	4.08	7.93	0.80	75	95	93	40
ZMYM6	219924_s_at	7.73	7.85	0.12	0.06	5.43	9.32	0.90	96	92	86	50
CD96	1555120_at	4.38	4.02	-0.36	-0.21	3.12	6.69	0.59	183	16	100	112
FDPS	201275_at	9.15	9.23	0.08	0.08	6.46	10.86	0.72	97	64	127	37
GALK2	205219_s_at	6.88	6.97	0.09	0.06	4.71	8.68	0.79	99	75	98	55
RAI14	202052_s_at	6.84	6.95	0.11	0.10	4.52	8.74	0.70	92	72	113	43
MTMR1	216095_x_at	8.16	8.80	0.64	0.48	4.86	10.47	0.66	19	151	70	7
PTPN11	212610_at	8.55	9.82	1.27	0.35	5.27	11.39	0.79	11	210	10	8
SIDT1	219734_at	6.39	6.92	0.53	0.31	3.76	9.20	0.91	46	133	65	30
FOXN3	218031_s_at	7.29	7.94	0.64	0.22	4.06	9.85	0.97	42	158	40	30
HCG11	1557167_at	4.14	3.91	-0.23	-0.17	2.82	6.55	0.62	162	26	110	92
FLJ23185	207758_at	6.12	5.71	-0.41	-0.29	4.44	8.28	0.56	194	14	104	110
LRRC43	1553729_s_at	4.65	4.23	-0.42	-0.24	3.67	6.81	0.48	198	14	83	131
ASCC2	215684_s_at	7.24	7.53	0.29	0.22	5.44	8.70	0.60	56	101	101	26
HES6	228169_s_at	4.29	3.80	-0.49	-0.35	3.22	6.02	0.41	210	7	88	133
SMC2	204240_s_at	6.71	6.96	0.25	0.10	3.73	9.13	1.21	85	102	82	44
MUC12	231814_at	7.22	7.26	0.04	0.02	3.76	11.03	1.72	111	101	34	93
PCNA	201202_at	8.38	10.03	1.65	0.33	4.91	11.89	1.09	13	209	8	11
LENG8	224673_at	6.29	6.23	-0.06	-0.02	4.29	8.74	0.92	123	62	93	73
HOXA13	231786_at	5.69	6.91	1.22	0.20	3.15	9.08	1.40	34	184	13	31
CCR1	205098_at	5.77	5.87	0.09	0.08	3.67	8.33	0.84	98	69	111	48
LHFP	218656_s_at	5.94	6.36	0.42	0.26	3.94	9.87	0.89	56	123	65	40
KRT14	209351_at	5.97	4.37	-1.60	-0.32	3.36	12.53	0.79	221	5	5	218
RMND5A	212482_at	8.55	8.63	0.08	0.06	4.80	10.00	0.76	99	75	115	38
POLD4	202996_at	8.65	9.08	0.43	0.22	6.85	10.35	0.76	49	128	73	27
PEBP4	227848_at	5.12	4.60	-0.52	-0.29	3.84	7.45	0.58	199	15	66	147
PCDH24	220186_s_at	8.58	8.57	-0.01	0.00	6.32	11.35	1.04	115	71	83	74
CCNC	201955_at	8.11	9.74	1.63	0.33	4.93	11.07	0.91	10	215	4	9
C2orf12	225269_s_at	7.10	7.21	0.11	0.05	4.55	10.26	0.94	97	83	93	52
KIAA1462	213316_at	5.25	4.21	-1.05	-0.25	3.32	9.24	0.76	212	12	11	205
C4orf7	229152_at	6.29	5.35	-0.93	-0.17	3.39	11.30	1.97	168	51	22	155
DHX9	212107_s_at	6.97	7.28	0.31	0.17	4.46	9.29	1.12	78	114	56	58
C11orf57	218314_s_at	7.40	7.35	-0.05	-0.04	5.19	9.50	0.77	124	39	140	49
KIAA1324	226248_s_at	8.51	9.49	0.98	0.37	5.26	11.93	1.27	34	165	34	29
SMPD1	209420_s_at	7.71	7.78	0.08	0.07	5.33	9.64	0.83	101	61	104	63
CPD	201941_at	8.02	9.36	1.35	0.36	4.93	10.83	0.92	14	208	8	12
SNF1LK	208078_s_at	7.56	6.66	-0.90	-0.14	4.65	10.92	1.59	176	46	18	164
MFSD1	218109_s_at	8.60	9.89	1.29	0.37	6.09	11.12	0.69	9	213	8	7
C12orf40	1553424_at	4.52	4.03	-0.49	-0.30	3.37	6.23	0.49	203	14	73	141
ARHGEF11	238730_at	5.92	5.45	-0.47	-0.24	4.35	8.29	0.63	192	18	70	140
NOLA3	217962_at	10.39	10.82	0.43	0.07	7.23	11.84	0.84	57	155	28	45
PXMP2	219076_s_at	8.85	9.06	0.21	0.24	6.54	10.56	0.61	67	82	119	27
KCNF1	210263_at	6.51	6.03	-0.48	-0.34	5.05	8.65	0.46	206	11	88	129
AKT1S1	224982_at	6.48	6.75	0.27	0.27	4.71	8.58	0.70	63	84	115	29
RHOC	200885_at	9.88	10.49	0.61	0.27	7.27	11.94	0.73	33	157	49	22
SAPS2	1570210_x_at	6.48	6.18	-0.30	-0.09	4.97	8.90	0.77	161	40	67	121
NF1	212676_at	7.63	8.03	0.40	0.29	5.28	9.53	0.70	44	110	100	18
HIVEP1	204512_at	6.72	6.95	0.23	0.20	4.55	8.44	0.58	62	74	136	18
TMPRSS6	232941_at	5.46	5.00	-0.46	-0.32	4.24	7.20	0.49	202	11	85	132
FTO	209702_at	7.87	8.21	0.34	0.30	5.58	9.75	0.61	44	88	125	15
PLXNA2	213030_s_at	7.63	7.70	0.06	0.02	5.54	9.19	0.68	101	63	123	42
GNG4	1555867_at	6.04	4.40	-1.64	-0.30	3.24	8.27	0.95	216	11	4	213
ZFP90	235698_at	6.19	6.43	0.23	0.12	3.67	8.48	0.99	82	101	76	51
ARF3	200011_s_at	8.96	10.21	1.25	0.29	6.13	11.02	0.71	11	213	7	8
CALU	214845_s_at	6.51	6.68	0.18	0.08	4.29	8.69	1.05	92	100	64	64
RBMS1	215127_s_at	7.37	7.43	0.06	0.02	4.61	10.32	1.12	107	93	68	67
ARFGAP2	211975_at	8.02	8.46	0.44	0.34	6.61	9.52	0.46	24	109	110	9
LANCL1	202020_s_at	7.76	8.93	1.17	0.40	5.10	10.49	0.86	14	202	16	10
DBR1	234295_at	6.47	6.52	0.05	0.04	3.72	8.70	0.86	105	61	126	41
RPS24	1555878_at	6.59	6.40	-0.19	-0.11	4.20	9.46	1.10	137	67	63	98
C20orf195	220426_at	5.92	5.31	-0.61	-0.37	3.90	7.73	0.45	214	7	56	165
C2orf50	1563814_at	5.13	4.61	-0.53	-0.34	3.77	6.88	0.45	209	10	68	150
SYNPO	202796_at	7.17	7.23	0.06	0.06	5.49	9.60	0.80	103	56	117	55
RCN2	201486_at	7.11	8.77	1.66	0.35	3.94	10.64	1.06	14	213	2	13
KRT1	205900_at	8.01	4.98	-3.02	-0.37	4.23	11.05	0.54	227	1	0	227
SMAD6	209887_at	4.95	4.45	-0.50	-0.33	3.74	6.43	0.42	209	9	80	139
C21orf2	203996_s_at	7.54	7.10	-0.44	-0.26	6.42	9.16	0.47	200	14	88	126
C17orf42	219146_at	7.84	8.06	0.22	0.19	5.29	9.95	0.76	73	86	106	36
DLAT	212568_s_at	7.64	8.73	1.09	0.27	4.48	9.89	0.93	21	197	17	14
ARPC5L	220966_x_at	8.85	9.42	0.57	0.41	7.29	10.44	0.45	16	148	70	10
LASS6	212446_s_at	7.09	8.85	1.77	0.35	4.13	10.33	0.99	10	216	3	9
RBM33	226732_at	6.58	7.00	0.42	0.25	3.30	8.65	0.78	47	119	88	21
COMMD4	209132_s_at	8.12	8.34	0.21	0.16	6.35	9.57	0.60	69	86	110	32
SEC31A	200945_s_at	8.58	10.17	1.58	0.27	5.44	11.62	0.84	10	215	5	8
MAEA	207922_s_at	8.12	9.27	1.15	0.25	5.75	10.24	0.69	12	209	10	9
GLTSCR2	234339_s_at	9.51	9.76	0.25	0.20	7.10	11.52	0.62	60	82	127	19
SPDEF	220192_x_at	8.19	8.41	0.22	0.25	6.66	10.17	0.69	71	73	119	36
CHMP4C	226803_at	8.54	9.06	0.51	0.28	5.00	10.93	0.94	46	131	75	22
USH1C	211184_s_at	8.55	8.96	0.41	0.22	6.69	10.29	0.68	47	129	74	25
CXorf45	205583_s_at	6.03	6.27	0.24	0.22	3.21	8.63	0.89	75	81	112	35
MYO1A	211916_s_at	7.76	8.24	0.48	0.18	5.03	9.67	0.99	57	136	53	39
AQP3	39248_at	7.78	7.59	-0.20	-0.11	4.85	12.25	1.15	138	61	69	98
TFR2	215863_at	6.13	5.44	-0.69	-0.35	4.49	8.04	0.56	210	13	38	177
AKAP5	230846_at	6.26	5.76	-0.50	-0.29	3.90	8.49	0.81	185	25	72	131
CCDC82	223301_s_at	5.60	6.65	1.05	0.43	3.26	8.64	0.77	13	199	20	9
KLHDC2	217906_at	9.31	9.72	0.41	0.22	5.90	10.90	0.73	45	130	82	16
SNX7	205573_s_at	8.55	9.99	1.44	0.28	4.90	11.57	0.93	12	206	13	9
C3orf1	223004_s_at	8.69	9.61	0.92	0.32	6.42	10.64	0.58	12	204	15	9
BAHCC1	236604_at	5.23	4.86	-0.37	-0.28	3.92	6.81	0.44	198	10	117	101
DPY19L3	225633_at	6.67	6.86	0.19	0.13	3.71	8.90	0.84	81	84	114	30
MS4A12	220834_at	8.97	10.19	1.21	0.09	3.59	13.58	2.90	66	157	13	58
TUSC4	203246_s_at	7.56	7.99	0.43	0.33	5.70	9.03	0.55	32	115	97	16
LY6E	202145_at	6.66	6.49	-0.17	-0.18	5.26	8.44	0.58	154	22	145	61
KNDC1	230359_at	6.35	5.74	-0.61	-0.24	5.06	8.16	0.49	209	12	40	176
PKM2	201251_at	9.45	9.87	0.42	0.23	7.44	12.06	1.00	61	118	65	45
P4HA2	202733_at	8.02	8.91	0.89	0.35	5.95	9.98	0.65	15	193	25	10
C16orf74	227806_at	6.88	6.21	-0.67	-0.33	5.28	10.17	0.57	209	12	35	181
HEBP1	218450_at	8.26	8.91	0.65	0.31	5.28	10.24	0.84	34	152	55	21
ZCCHC7	230332_at	6.37	6.63	0.26	0.18	4.26	9.12	0.97	79	105	70	53
SERBP1	217724_at	9.93	11.32	1.40	0.28	6.19	12.38	0.83	11	212	7	9
GINS3	45633_at	5.55	5.27	-0.28	-0.16	4.28	7.64	0.71	164	27	87	114
HELZ	225910_at	6.70	7.06	0.36	0.33	4.05	8.64	0.66	44	90	123	15
UBA3	209115_at	7.27	9.00	1.73	0.35	4.17	10.51	0.85	8	220	1	7
GTF2E1	205930_at	7.31	7.44	0.13	0.20	4.96	9.14	0.63	80	45	160	23
